unit_id,city,n_road_nodes,n_panos,road_length_m,dominant_basis_id,activation_entropy,mean_within_activation_variance,mean_boundary_contrast,unit_confidence,centroid_lat,centroid_lon,top_basis_ids,top_basis_weights,stability_score
unit_004904,HongKong,16,16,327.5,18,2.203,0.0,0.0,0.5,22.314122,113.946213,18|2|16|3|14,0.1140|0.0907|0.0643|0.0586|0.0539,
unit_004905,HongKong,10,16,225.9,16,2.4906,3e-05,0.0,0.5,22.297327,113.930458,16|3|31|7|18,0.0970|0.0778|0.0668|0.0500|0.0492,
unit_004906,HongKong,5,5,102.5,18,2.4629,0.0,0.0,0.5,22.330164,114.031661,18|21|22|23|27,0.1127|0.0965|0.0698|0.0627|0.0616,
unit_004907,HongKong,6,6,128.1,18,2.4306,0.0,0.0,0.5,22.330504,114.028971,18|22|2|14|21,0.1139|0.0698|0.0680|0.0630|0.0546,
unit_004908,HongKong,7,7,152.4,18,2.4629,0.0,0.0,0.5,22.330511,114.031764,18|21|22|23|27,0.1127|0.0965|0.0698|0.0627|0.0616,
unit_004909,HongKong,5,5,101.6,18,2.3307,0.0,0.0,0.5,22.332453,114.03122,18|16|14|21|2,0.1590|0.0590|0.0587|0.0520|0.0413,
unit_004910,HongKong,8,8,177.8,18,2.297,0.0,0.0,0.5,22.3347,114.032409,18|23|10|14|2,0.1602|0.0486|0.0441|0.0433|0.0431,
unit_004911,HongKong,8,8,175.8,18,2.4177,0.0,0.0,0.5,22.326428,114.03483,18|23|16|10|27,0.1509|0.0577|0.0571|0.0539|0.0511,
unit_004912,HongKong,13,15,301.3,22,2.3438,2e-05,0.0,0.5,22.324707,114.037584,22|16|31|3|18,0.1040|0.0954|0.0884|0.0802|0.0628,
unit_004914,HongKong,8,8,177.7,22,2.4348,0.0,0.0,0.5,22.226204,113.926592,22|16|31|27|7,0.1648|0.0601|0.0588|0.0568|0.0471,
unit_004915,HongKong,8,8,177.7,22,2.2473,0.0,0.0,0.5,22.226679,113.923113,22|31|16|23|3,0.1509|0.0920|0.0802|0.0551|0.0320,
unit_004916,HongKong,8,8,177.7,27,2.3008,0.0,0.0,0.5,22.225239,113.921689,27|23|22|21|2,0.1137|0.0873|0.0842|0.0743|0.0549,
unit_004917,HongKong,8,8,177.7,22,2.3344,0.0,0.10151,0.5254,22.22336,113.920434,22|21|16|31|7,0.1756|0.0726|0.0649|0.0443|0.0434,
