cluster_id,parent_cluster_id,member_dimensions,medoid_dimension,cluster_size,mean_split_sample_jaccard,representative_images,representative_activation_maps
F051,C020,"[90, 102, 139, 143, 162, 211, 248, 287, 306, 414]",287,10,0.871515154838562,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_01_Japan__Osaka_02632.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_02_Japan__Osaka_06002.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_03_Japan__Osaka_03524.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_04_Japan__Osaka_00730.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_05_China__HongKong_06511.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_06_Japan__Osaka_07613.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_07_Japan__Osaka_05333.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_08_Japan__Osaka_02778.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_09_Philippines__Manila_05273.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/rank_10_Japan__Osaka_11335.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_287/contact_sheet.jpg
F028,C021,"[36, 59, 85, 131, 168, 189, 258, 363, 424, 453, 458, 503]",458,12,0.6187312602996826,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_01_UnitedStates__LosAngeles_08586.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_02_SouthAfrica__Johannesburg_02068.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_03_SouthAfrica__Johannesburg_06708.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_04_UnitedStates__LosAngeles_11098.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_05_Australia__Sydney_02662.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_06_UnitedKingdom__London_03565.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_07_Argentina__BuenosAires_04435.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_08_UnitedKingdom__London_05497.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_09_SouthAfrica__CapeTown_05550.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/rank_10_Austria__Vienna_10126.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_458/contact_sheet.jpg
F046,C021,"[75, 104, 107, 108, 144, 208, 219, 233, 234, 301, 342]",219,11,0.739260733127594,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_01_Austria__Vienna_00661.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_02_Philippines__Manila_01803.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_03_Austria__Vienna_11406.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_04_Colombia__Bogota_07182.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_05_Turkey__Istanbul_06559.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_06_France__Paris_08984.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_07_Japan__Osaka_07977.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_08_Mexico__MexicoCity_01196.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_09_Turkey__Istanbul_03985.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/rank_10_Bangladesh__Dhaka_11324.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_219/contact_sheet.jpg
F056,C021,"[146, 260, 293, 371, 373, 445]",293,6,0.4911375939846039,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_01_SouthKorea__Seoul_00661.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_02_India__Mumbai_00852.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_03_Japan__Osaka_10617.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_04_Taiwan__Taipei_06577.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_05_Japan__Osaka_01805.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_06_Japan__Osaka_12634.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_07_Japan__Osaka_01391.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_08_Japan__Osaka_03794.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_09_Nigeria__Lagos_00480.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/rank_10_Japan__Osaka_08695.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_293/contact_sheet.jpg
F029,C022,"[38, 96, 236, 246, 268, 335, 410, 442]",246,8,0.39830392599105835,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_01_UnitedStates__NewYorkCity_12140.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_02_India__Mumbai_11189.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_03_Taiwan__Taipei_02730.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_04_India__Mumbai_02872.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_05_Taiwan__Taipei_01200.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_06_India__NewDelhi_10096.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_07_Netherlands__Amsterdam_04494.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_08_India__NewDelhi_11258.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_09_Austria__Vienna_11525.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/rank_10_Taiwan__Taipei_09262.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_246/contact_sheet.jpg
F033,C023,"[44, 171, 412, 425]",44,4,1.0,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_01_Austria__Vienna_09228.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_02_Russia__Moscow_12285.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_03_Netherlands__Amsterdam_09485.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_04_UnitedKingdom__London_11332.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_05_Austria__Vienna_07678.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_06_Australia__Sydney_02965.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_07_Netherlands__Amsterdam_05713.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_08_Netherlands__Amsterdam_08072.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_09_Mexico__MexicoCity_02323.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/rank_10_Singapore__Singapore_02699.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_044/contact_sheet.jpg
F054,C023,"[105, 222, 232, 330, 377, 436, 455, 462, 504]",330,9,0.8999999165534973,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_01_Malaysia__KualaLumpur_04927.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_02_Philippines__Manila_11106.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_03_India__NewDelhi_03653.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_04_Bangladesh__Dhaka_11960.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_05_India__NewDelhi_12475.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_06_SouthAfrica__CapeTown_02370.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_07_Malaysia__KualaLumpur_07599.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_08_India__Mumbai_11632.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_09_Japan__Osaka_11125.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/rank_10_Taiwan__Taipei_01568.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_330/contact_sheet.jpg
F036,C024,"[48, 67, 78, 83, 130, 239, 271, 272, 322, 329, 361, 367, 406, 441]",78,14,0.6076337099075317,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_01_Netherlands__Amsterdam_09663.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_02_SouthKorea__Seoul_03668.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_03_Nigeria__Lagos_04865.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_04_Bangladesh__Dhaka_10360.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_05_Japan__Osaka_11229.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_06_Indonesia__Jakarta_09879.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_07_Indonesia__Jakarta_06420.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_08_Indonesia__Jakarta_03278.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_09_SouthAfrica__Johannesburg_07391.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/rank_10_Netherlands__Amsterdam_03161.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_078/contact_sheet.jpg
F059,C024,"[159, 173, 243, 303]",173,4,0.7857142686843872,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_01_Bangladesh__Dhaka_04889.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_02_Philippines__Manila_12721.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_03_Mexico__MexicoCity_12169.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_04_Malaysia__KualaLumpur_08400.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_05_Netherlands__Amsterdam_02960.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_06_SouthKorea__Seoul_11345.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_07_Philippines__Manila_00327.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_08_Netherlands__Amsterdam_11772.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_09_Malaysia__KualaLumpur_11517.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/rank_10_Bangladesh__Dhaka_05940.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_173/contact_sheet.jpg
F042,C025,"[69, 119, 161, 172, 255, 300, 332, 364, 447, 482, 500, 511]",255,12,0.9285715222358704,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_01_Singapore__Singapore_03101.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_02_UnitedStates__NewYorkCity_04162.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_03_Austria__Vienna_00599.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_04_UnitedKingdom__London_10012.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_05_France__Paris_03290.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_06_Singapore__Singapore_00876.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_07_Singapore__Singapore_07333.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_08_China__HongKong_12608.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_09_China__HongKong_01868.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/rank_10_China__HongKong_09106.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_255/contact_sheet.jpg
F044,C026,"[71, 150, 157, 250, 309, 312, 318, 443, 507]",150,9,0.8246914148330688,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_01_Japan__Osaka_08788.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_02_Japan__Osaka_08455.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_03_Japan__Osaka_04906.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_04_France__Paris_05774.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_05_China__HongKong_09399.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_06_France__Paris_09431.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_07_Japan__Osaka_07477.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_08_UnitedStates__NewYorkCity_11916.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_09_Japan__Osaka_06038.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/rank_10_Japan__Osaka_04924.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_150/contact_sheet.jpg
F052,C026,"[98, 180, 193, 281, 283, 284, 338, 405, 429]",429,9,0.6043684482574463,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_01_Taiwan__Taipei_01543.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_02_Malaysia__KualaLumpur_01031.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_03_Malaysia__KualaLumpur_01576.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_04_SouthAfrica__Johannesburg_04870.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_05_Thailand__Bangkok_06445.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_06_Indonesia__Jakarta_08828.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_07_Peru__Lima_12515.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_08_Thailand__Bangkok_06584.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_09_SouthKorea__Seoul_01576.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/rank_10_Argentina__BuenosAires_01674.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_429/contact_sheet.jpg
F045,C027,"[73, 181, 210, 278, 298, 386, 427, 486]",73,8,0.7119318246841431,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_01_Thailand__Bangkok_05282.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_02_Austria__Vienna_00923.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_03_Taiwan__Taipei_06662.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_04_Russia__Moscow_11822.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_05_China__HongKong_06029.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_06_Indonesia__Jakarta_09453.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_07_Turkey__Istanbul_00511.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_08_Thailand__Bangkok_11102.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_09_Thailand__Bangkok_03162.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/rank_10_Australia__Sydney_00906.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_073/contact_sheet.jpg
F057,C027,"[152, 156, 259, 331, 437]",331,5,0.26428571343421936,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_01_Turkey__Istanbul_10140.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_02_SouthAfrica__CapeTown_00779.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_03_SouthAfrica__CapeTown_03940.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_04_Australia__Sydney_11857.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_05_SouthAfrica__CapeTown_12422.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_06_SouthAfrica__CapeTown_08019.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_07_SouthAfrica__CapeTown_03171.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_08_SouthAfrica__Johannesburg_11803.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_09_SouthAfrica__CapeTown_09459.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/rank_10_UnitedStates__LosAngeles_05326.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_331/contact_sheet.jpg
F048,C028,"[84, 225, 351, 360, 391, 402, 485]",84,7,0.6641156077384949,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_01_Nigeria__Lagos_02012.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_02_Peru__Lima_08503.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_03_SouthAfrica__Johannesburg_04250.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_04_Russia__Moscow_02961.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_05_Brazil__SaoPaulo_10113.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_06_Indonesia__Jakarta_03392.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_07_Philippines__Manila_01371.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_08_UnitedStates__NewYorkCity_00437.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_09_Nigeria__Lagos_01897.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/rank_10_Indonesia__Jakarta_11491.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_084/contact_sheet.jpg
F049,C029,"[87, 97, 120, 187, 218, 244, 247, 358, 387, 463, 472]",358,11,1.0,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_01_Austria__Vienna_00003.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_02_Austria__Vienna_00943.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_03_Turkey__Istanbul_02030.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_04_Singapore__Singapore_02557.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_05_Peru__Lima_12102.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_06_Austria__Vienna_08764.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_07_Mexico__MexicoCity_01999.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_08_Indonesia__Jakarta_05451.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_09_France__Paris_00393.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/rank_10_Mexico__MexicoCity_06595.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_358/contact_sheet.jpg
F050,C030,"[88, 92, 111, 203, 355, 470]",203,6,0.6881313323974609,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_01_Philippines__Manila_06754.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_02_Philippines__Manila_06287.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_03_Turkey__Istanbul_11964.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_04_Philippines__Manila_08059.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_05_India__NewDelhi_03836.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_06_Colombia__Bogota_06839.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_07_Colombia__Bogota_07027.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_08_India__Mumbai_10295.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_09_India__Mumbai_09287.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/rank_10_SouthAfrica__Johannesburg_04130.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_203/contact_sheet.jpg
