city,element_id,morans_i,expected_i,p_value,z_score,grid_size_m,minimum_panoramas
BuenosAires,F021,0.07817207457999156,-0.0012077294685990338,0.063,1.8841210358396172,1000,5
BuenosAires,F022,0.09443103238457246,-0.0012077294685990338,0.02,2.3464599423150823,1000,5
BuenosAires,F023,0.11286723269431566,-0.0012077294685990338,0.013,2.627123895197535,1000,5
BuenosAires,F024,0.276684257106011,-0.0012077294685990338,0.001,6.482160074879806,1000,5
BuenosAires,F025,0.18838336571259448,-0.0012077294685990338,0.001,4.547537312829366,1000,5
BuenosAires,F026,-0.001692533650850071,-0.0012077294685990338,0.997,-0.07401128678641115,1000,5
BuenosAires,F027,0.12196625955063405,-0.0012077294685990338,0.004,2.7655920120728745,1000,5
BuenosAires,F028,0.4829184934589527,-0.0012077294685990338,0.001,11.629930418455965,1000,5
BuenosAires,F029,0.18760610176585585,-0.0012077294685990338,0.001,4.51709270159434,1000,5
BuenosAires,F030,0.15959697815076931,-0.0012077294685990338,0.001,3.893155169818316,1000,5
BuenosAires,F031,0.06394512223206945,-0.0012077294685990338,0.125,1.5300306705711333,1000,5
BuenosAires,F032,0.08446235127621049,-0.0012077294685990338,0.033,2.1015292895275097,1000,5
BuenosAires,F033,0.196294583998734,-0.0012077294685990338,0.001,4.6828830406544775,1000,5
BuenosAires,F034,0.26449222140986495,-0.0012077294685990338,0.001,6.249275557237489,1000,5
BuenosAires,F035,0.24839211345053616,-0.0012077294685990338,0.001,5.824373165426705,1000,5
BuenosAires,F036,0.3221300966952459,-0.0012077294685990338,0.001,7.788251976978662,1000,5
BuenosAires,F037,0.034214146604847034,-0.0012077294685990338,0.414,0.8363368695412183,1000,5
BuenosAires,F038,0.18034616349406832,-0.0012077294685990338,0.001,4.3488975078556855,1000,5
BuenosAires,F039,0.05261241930838243,-0.0012077294685990338,0.212,1.2608411428658377,1000,5
BuenosAires,F040,0.3953543589987931,-0.0012077294685990338,0.001,8.809526746964256,1000,5
BuenosAires,F041,0.4833075236747154,-0.0012077294685990338,0.001,11.288222694360865,1000,5
BuenosAires,F042,0.06721416253374835,-0.0012077294685990338,0.131,1.5591614690704954,1000,5
BuenosAires,F043,0.010976435883276821,-0.0012077294685990338,0.749,0.311177586646412,1000,5
BuenosAires,F044,0.08377237748531692,-0.0012077294685990338,0.048,1.9399843502297522,1000,5
BuenosAires,F045,0.07178535080625251,-0.0012077294685990338,0.088,1.6674887452606764,1000,5
BuenosAires,F046,0.2440651720105066,-0.0012077294685990338,0.001,5.678091039663859,1000,5
BuenosAires,F047,0.11205687024564955,-0.0012077294685990338,0.01,2.483326347667634,1000,5
BuenosAires,F048,0.04380974683551368,-0.0012077294685990338,0.277,1.0728985315267725,1000,5
BuenosAires,F049,0.060167627671529667,-0.0012077294685990338,0.132,1.5142246892766318,1000,5
BuenosAires,F050,0.023719551677466588,-0.0012077294685990338,0.542,0.5959846533626162,1000,5
BuenosAires,F051,0.1685928904099899,-0.0012077294685990338,0.001,3.8452508642443264,1000,5
BuenosAires,F052,0.0684219873431256,-0.0012077294685990338,0.116,1.6528758274381525,1000,5
BuenosAires,F053,0.19609207149513433,-0.0012077294685990338,0.001,4.606933905869574,1000,5
BuenosAires,F054,0.4132762519260995,-0.0012077294685990338,0.001,9.892168359684817,1000,5
BuenosAires,F055,0.041885671077158536,-0.0012077294685990338,0.295,0.9780388022161562,1000,5
BuenosAires,F056,0.155420896535511,-0.0012077294685990338,0.002,3.695611480052009,1000,5
BuenosAires,F057,0.1868092837259188,-0.0012077294685990338,0.001,4.595913815672458,1000,5
BuenosAires,F058,0.10064681870322419,-0.0012077294685990338,0.015,2.374800347232943,1000,5
BuenosAires,F059,0.08471002574976667,-0.0012077294685990338,0.038,2.0972529088808782,1000,5
BuenosAires,F060,0.08012356433687724,-0.0012077294685990338,0.054,1.9529828212375573,1000,5
BuenosAires,F061,0.08707643429090203,-0.0012077294685990338,0.045,2.062937185487357,1000,5
BuenosAires,F062,0.1930753910621942,-0.0012077294685990338,0.002,4.431907492979852,1000,5
BuenosAires,F063,-0.03775679667814507,-0.0012077294685990338,0.374,-0.9080177359014351,1000,5
Sydney,F000,0.3455984103693446,-0.0009233610341643582,0.001,13.10486626842819,1000,5
Sydney,F001,0.15912568769460889,-0.0009233610341643582,0.001,5.928427554321297,1000,5
Sydney,F002,0.1729709744807161,-0.0009233610341643582,0.001,6.2930324432479825,1000,5
Sydney,F003,0.07374999434955228,-0.0009233610341643582,0.004,2.899942967038599,1000,5
Sydney,F004,0.15097437327011207,-0.0009233610341643582,0.001,5.629566422174646,1000,5
Sydney,F005,0.08075128606368992,-0.0009233610341643582,0.005,3.1039795821067835,1000,5
Sydney,F006,0.18523950346974596,-0.0009233610341643582,0.001,6.881780224134516,1000,5
Sydney,F007,0.027654532414997587,-0.0009233610341643582,0.293,1.0219028781743877,1000,5
Sydney,F008,0.1638903501575419,-0.0009233610341643582,0.001,6.168528060225409,1000,5
Sydney,F009,0.13513795251586877,-0.0009233610341643582,0.001,5.09955594796774,1000,5
Sydney,F010,0.2540269481692897,-0.0009233610341643582,0.001,9.411943614095035,1000,5
Sydney,F011,0.14212527415985338,-0.0009233610341643582,0.001,5.3275732140923395,1000,5
Sydney,F012,0.09791517739431771,-0.0009233610341643582,0.002,3.4888653777701935,1000,5
Sydney,F013,0.2993410994717131,-0.0009233610341643582,0.001,11.219398077689245,1000,5
Sydney,F014,0.1150279881373046,-0.0009233610341643582,0.001,4.40816725124743,1000,5
Sydney,F015,0.20858867117830332,-0.0009233610341643582,0.001,7.680192854667726,1000,5
Sydney,F016,0.059494082946197985,-0.0009233610341643582,0.03,2.2112751067909238,1000,5
Sydney,F017,0.12841694773316015,-0.0009233610341643582,0.001,4.805626774503927,1000,5
